Village_ID,Village_Name,Latitude,Longitude,Stock,Sales,Days,Profit_Margin,Shelf_Life,Festival_Flag,Credit_Score,Late_delivery_risk,Product_Name
JGN-484,Kazipet Nagar,17.930201,79.214722,70,23,3,6.0,90,0,662,0.4,Cooking Oil (15L)
JGN-485,Lingalaghanpur Nagar,18.030872,79.39674,60,28,3,7.4,180,0,668,0.5,Pulses Mix (25kg)
JGN-486,Maripeda Nagar,17.841275,79.285553,50,26,3,6.0,90,0,824,0.3,Rice (50kg)
JGN-487,Nallabelli Nagar,18.03255,79.399623,75,24,3,18.8,90,0,599,0.6,Wheat Flour (40kg)
JGN-488,Pethsamudram Nagar,18.10302,79.194132,56,26,3,7.7,365,0,736,0.7,Sugar (50kg)
JGN-489,Raiparthy Nagar,17.918456,79.214722,68,30,3,8.3,30,0,682,0.6,Cooking Oil (15L)
JGN-490,Shayampet Nagar,17.896644,79.218428,59,29,4,11.2,30,0,631,0.5,Pulses Mix (25kg)
JGN-491,Torur Nagar,17.910067,79.362972,69,32,4,14.4,90,0,653,0.6,Rice (50kg)
JGN-492,Venkatapur Nagar,18.012416,79.26908,68,27,3,9.0,30,0,681,0.5,Wheat Flour (40kg)
JGN-493,Yadagirigutta Nagar,17.94698,79.381503,98,31,2,15.6,30,0,655,0.1,Sugar (50kg)
JGN-494,Aleru Nagar,17.918456,79.353089,82,28,4,8.8,180,0,710,0.6,Cooking Oil (15L)
JGN-495,Bheemadevarapally Nagar,18.099664,79.31685,91,26,4,10.8,90,0,588,0.2,Pulses Mix (25kg)
JGN-496,Chigurumamidi Nagar,18.014094,79.360501,78,35,3,23.1,365,0,739,0.5,Rice (50kg)
JGN-497,Devaruppula Nagar,18.029195,79.395916,61,28,3,9.2,365,0,709,0.5,Wheat Flour (40kg)
JGN-498,Enkoor Nagar,17.968792,79.200309,46,30,3,20.4,90,0,866,0.5,Sugar (50kg)
JGN-499,Fatehnagar Nagar,17.948658,79.375326,35,25,5,18.4,90,0,795,0.9,Cooking Oil (15L)
JGN-500,Gundlapochampally Nagar,17.957047,79.227076,81,28,4,6.0,90,0,578,0.4,Pulses Mix (25kg)
